DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1989-0304-FRA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Fokker 27 Twin-Engine,FRA,France,Western Europe,Europe,Near Valence,,,No,No,No,,,,,,,1989,4.0,10.0,1989,4.0,10.0,22.0,,,,,,,,,,,40.684599581974986,,2003-07-01,2023-09-25
1989-0335-FRA,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Apartment,FRA,France,Western Europe,Europe,Belfort,,,No,No,No,,,,,,,1989,3.0,8.0,1989,3.0,8.0,19.0,,,,,,,,,,,40.684599581974986,,2003-07-01,2023-09-25
1989-0408-FRA,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,FRA,France,Western Europe,Europe,Toulon,,,No,No,No,,,,,,,1989,2.0,15.0,1989,2.0,15.0,15.0,,,,,,,,,,,40.684599581974986,,2003-07-01,2023-09-25
1989-0590-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1989,2.0,26.0,1989,2.0,26.0,9.0,,,,,,,,,,,40.684599581974986,,2003-07-01,2023-09-25
1989-9595-FRA,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,FRA,France,Western Europe,Europe,Corse,,,No,No,No,,,Km2,,,,1989,7.0,,1989,8.0,,,,,,,,,,,1600000.0,3932692.0,40.684599581974986,,2006-09-14,2023-09-25
1990-0004-FRA,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,FRA,France,Western Europe,Europe,"Tignes, Val d'Isere",,,No,No,No,,,,,,,1990,2.0,15.0,1990,2.0,17.0,14.0,,,,,,,,,,,42.880732189404064,,2005-12-21,2023-09-25
1990-0085-FRA,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,FRA,France,Western Europe,Europe,Southwestern,,,No,No,No,,40.0,°C,,,,1990,7.0,24.0,1990,7.0,24.0,5.0,,,,,,,,,,,42.880732189404064,,2003-07-01,2023-09-25
1990-0153-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Massif Central, Rhone Valley",,,No,No,No,,,Kph,,,,1990,12.0,9.0,1990,12.0,9.0,,,,,,,,,,,,42.880732189404064,,2003-07-01,2023-09-25
1990-0299-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Near Joigny (Paris region),,,No,No,No,,,,,,,1990,6.0,3.0,1990,6.0,3.0,11.0,22.0,,,22.0,,,,,,,42.880732189404064,,2003-07-01,2023-09-25
1990-0717-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Daria,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,1.0,25.0,1990,1.0,26.0,,,,,,,,300000.0,699615.0,400000.0,932820.0,42.880732189404064,,2007-05-08,2023-09-25
1990-0718-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Herta,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,3.0,1990,2.0,4.0,23.0,,,,,,,700000.0,1632435.0,900000.0,2098845.0,42.880732189404064,,2007-05-09,2023-09-25
1990-0719-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Judith,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,7.0,1990,2.0,8.0,,,,,,,,30000.0,69961.0,60000.0,139923.0,42.880732189404064,,2007-05-09,2023-09-25
1990-0720-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Nana,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,11.0,1990,2.0,12.0,,,,,,,,30000.0,69961.0,60000.0,139923.0,42.880732189404064,,2007-05-09,2023-09-25
1990-0721-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Ottilie and Polly,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,13.0,1990,2.0,15.0,,,,,,,,30000.0,69961.0,60000.0,139923.0,42.880732189404064,,2007-05-09,2023-09-25
1990-0722-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Vivian,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,25.0,1990,2.0,27.0,10.0,,,,,,,100000.0,233205.0,200000.0,466410.0,42.880732189404064,,2007-05-09,2023-09-25
1990-0723-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Wiebke,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2.0,28.0,1990,3.0,1.0,10.0,,,,,,,120000.0,279846.0,230000.0,536371.0,42.880732189404064,,2007-05-09,2023-09-25
1991-0020-FRA,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,°C,,,,1991,2.0,,1991,2.0,,20.0,,,,,,,,,,,44.6967218406791,,2003-07-01,2023-09-25
1991-0105-FRA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Mirage and helicoper,FRA,France,Western Europe,Europe,Massif central region,,,No,No,No,,,,,,,1991,4.0,9.0,1991,4.0,9.0,10.0,,,,,,,,,,,44.6967218406791,,2003-07-01,2023-09-25
1991-0248-FRA,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Thermal building,FRA,France,Western Europe,Europe,Bartoban-lesThermes,,,No,No,No,,,,,,,1991,6.0,28.0,1991,6.0,28.0,20.0,1.0,,,1.0,,,,,,,44.6967218406791,,2003-07-01,2023-09-25
1991-0254-FRA,Yes,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Oil depot,FRA,France,Western Europe,Europe,Saint Ouen,,,No,No,No,,,m3,,,,1991,6.0,15.0,1991,6.0,15.0,,7.0,2500.0,,2507.0,,,,,,,44.6967218406791,,2003-07-01,2023-09-25
1991-0396-FRA,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Melun,,,No,No,No,,,,,,,1991,10.0,17.0,1991,10.0,17.0,24.0,62.0,,,62.0,,,,,,,44.6967218406791,,2003-07-01,2023-09-25
1991-0497-FRA,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Champagne, Cognac, Provence, Touraine, Bordeaux",,,No,No,No,,,°C,,,,1991,4.0,20.0,1991,4.0,21.0,,,,,,,,,,772000.0,1727196.0,44.6967218406791,,2006-01-07,2023-09-25
1992-0021-FRA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Airbus A320,FRA,France,Western Europe,Europe,Mt. Saint Odile (near Strasbourg),,,No,No,No,,,,,,,1992,1.0,20.0,1992,1.0,20.0,87.0,,,,,,,,,,,46.050503706918875,,2003-07-01,2023-09-25
1992-0130-FRA,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Furiani Stadium,FRA,France,Western Europe,Europe,Bastia (Corsica),,,No,No,No,,,,,,,1992,5.0,5.0,1992,5.0,5.0,16.0,625.0,,,625.0,,,,,,,46.050503706918875,,2003-11-16,2023-09-25
1992-0171-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,South,,,No,No,No,,,Kph,,,,1992,1.0,22.0,1992,1.0,22.0,1.0,,,,,,,74200.0,161127.0,,,46.050503706918875,,2003-07-01,2023-09-25
1992-0251-FRA,Yes,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,FRA,France,Western Europe,Europe,"Vaucluse, Drome, Ardeche",Brief torrential rains,,No,No,No,,,Kph,,,,1992,9.0,22.0,1992,9.0,22.0,47.0,,2000.0,,2000.0,,,178300.0,387184.0,400000.0,868612.0,46.050503706918875,,2004-01-21,2023-09-25
1992-0359-FRA,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Listeria,FRA,France,Western Europe,Europe,,,,No,No,No,,,,,,,1992,4.0,,1992,4.0,,20.0,,,,,,,,,,,46.050503706918875,,2003-07-01,2023-09-25
1992-0371-FRA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Aude, Pyrennes-Orientales",Heavy rain,,No,No,No,,,Km2,,,,1992,9.0,27.0,1992,9.0,27.0,3.0,,,,,,,,,,,46.050503706918875,,2005-11-25,2023-09-25
1993-0064-FRA,Yes,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Hospital,FRA,France,Western Europe,Europe,Bruz,,,No,No,No,,,m3,,,,1993,6.0,25.0,1993,6.0,25.0,20.0,34.0,,,34.0,,,,,,,47.40975396886514,,2003-07-01,2023-09-25
1993-0065-FRA,Yes,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,FRA,France,Western Europe,Europe,South West - Saonne et Loire,,Hail,No,No,No,,,Kph,,,,1993,7.0,5.0,1993,7.0,6.0,2.0,18.0,1500.0,,1518.0,,,40000.0,84371.0,50000.0,105464.0,47.40975396886514,,2007-05-05,2023-09-25
1993-0211-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,"Alps, Vaucluse, Drome",,Flood,No,No,No,,,Kph,,,,1993,9.0,22.0,1993,9.0,25.0,10.0,2.0,200.0,,202.0,,,340000.0,717152.0,500000.0,1054635.0,47.40975396886514,,2007-05-05,2023-09-25
1993-0237-FRA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,Km2,,,,1993,12.0,20.0,1993,12.0,31.0,4.0,,,,,,,350000.0,738245.0,600000.0,1265562.0,47.40975396886514,,2007-05-05,2023-09-25
1993-0367-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Between Paris-Bordeaux,,,No,No,No,,,,,,,1993,11.0,10.0,1993,11.0,10.0,17.0,50.0,,,50.0,,,,,,,47.40975396886514,,2003-07-01,2023-09-25
1994-0048-FRA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,Camargue,,,No,No,No,,70.0,Km2,,,,1994,1.0,7.0,1994,1.0,12.0,10.0,,210.0,,210.0,,,,,5000.0,10278.0,48.645938102116645,,2007-05-06,2023-09-25
1994-0145-FRA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Nice,,,No,No,No,,,Km2,,,,1994,6.0,27.0,1994,6.0,27.0,,,200.0,,200.0,,,,,,,48.645938102116645,,2003-07-01,2023-09-25
1994-0556-FRA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Lozere, Guard, Herault",,,No,No,No,,,Km2,,,,1994,11.0,5.0,1994,11.0,5.0,3.0,,,,,,,,,95000.0,195289.0,48.645938102116645,,2003-07-01,2023-09-25
1995-0007-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,"Thaila, Urania, Valeska, Wilma",FRA,France,Western Europe,Europe,"Basse-Normandie, Champagne-Ardennes, Bretagne, Pays de Loire, Ile-de-France","Heavy rains, melting snow",Flood,No,No,No,,,Kph,,,Villaine,1995,1.0,21.0,1995,2.0,2.0,16.0,,5000.0,,5000.0,,,570000.0,1139757.0,700000.0,1399702.0,50.01065675976941,,2007-05-06,2023-09-25
1995-0018-FRA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Dassault Falcon 20,FRA,France,Western Europe,Europe,Paris,,,No,No,No,,,,,,,1995,1.0,20.0,1995,1.0,20.0,10.0,,,,,,,,,,,50.01065675976941,,2003-07-01,2023-09-25
1995-0162-FRA,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Atlantic Cartier"" & Harour Pier",FRA,France,Western Europe,Europe,Le Havre,,,No,No,No,,,,,,,1995,1.0,11.0,1995,1.0,11.0,,,,,,,,,,,,50.01065675976941,,2003-07-01,2023-09-25
1995-0168-FRA,Yes,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Plastic packaging factory,FRA,France,Western Europe,Europe,Besancon,,,No,No,No,,,m3,,,,1995,5.0,16.0,1995,5.0,16.0,,,,,,,,,,36800.0,73584.0,50.01065675976941,,2003-07-01,2023-09-25
1995-0358-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,"near Roquemaure, Avignon",,,No,No,No,,,,,,,1995,7.0,10.0,1995,7.0,10.0,22.0,32.0,,,32.0,,,,,,,50.01065675976941,,2003-12-22,2023-09-25
1995-0411-FRA,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Slaughterhouse,FRA,France,Western Europe,Europe,Chateaubourg,,,No,No,No,,,,,,,1995,8.0,25.0,1995,8.0,25.0,,,,,,,,,,26600.0,53189.0,50.01065675976941,,2003-07-01,2023-09-25
1996-0004-FRA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Villeneuve-Loubet, Grasse (Alpes Maritimes)",,,No,No,No,,,Km2,,,,1996,1.0,3.0,1996,1.0,3.0,,,780.0,,780.0,,,,,,,51.47657574194772,,2005-04-21,2023-09-25
1996-0016-FRA,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Beziers, Puisserguier, Cassenon, Agde, Serignan, Puissalicon, Magalas (Herault Department, Languedoc-Roussillon province)",Heavy rains,,No,No,No,,2140.0,Km2,,,"Orb, Libron, Herault",1996,1.0,27.0,1996,1.0,30.0,4.0,,600.0,,600.0,,,,,6000.0,11656.0,51.47657574194772,,2006-07-11,2023-09-25
1996-0252-FRA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lilli,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1996,10.0,27.0,1996,10.0,30.0,1.0,,,,,,,,,10.0,19.0,51.47657574194772,,2007-05-06,2023-09-25
1997-0006-FRA,Yes,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,South,,,No,No,No,,,°C,,,,1997,1.0,4.0,1997,1.0,4.0,23.0,,10000.0,,10000.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0159-FRA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,FRA,France,Western Europe,Europe,Near Marseille,,,No,No,No,,3000.0,Km2,,,,1997,7.0,26.0,1997,7.0,26.0,,9.0,1250.0,,1259.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0181-FRA,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Grain Silo,FRA,France,Western Europe,Europe,Blaye (Near Bordeaux),,,No,No,No,,,,,,,1997,8.0,20.0,1997,8.0,20.0,10.0,,,,,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0209-FRA,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,FRA,France,Western Europe,Europe,Port-Sainte-Foy (Dordogne),,,No,No,No,,,,,,,1997,9.0,8.0,1997,9.0,8.0,13.0,43.0,,,43.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0450-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Normandie,,,No,No,No,,,,,,,1997,9.0,29.0,1997,9.0,29.0,9.0,60.0,,,60.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0523-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Near Bordeaux,,,No,No,No,,,,,,,1997,8.0,13.0,1997,8.0,13.0,10.0,22.0,,,22.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-0524-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Near Aix en Provence,,,No,No,No,,,,,,,1997,10.0,2.0,1997,10.0,2.0,12.0,31.0,,,31.0,,,,,,,52.67993394364674,,2003-07-01,2023-09-25
1997-9105-FRA,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,FRA,France,Western Europe,Europe,,,,No,No,No,,,Km2,,,,1997,4.0,,1997,,,,,,,,,,,,10000.0,18983.0,52.67993394364674,,2007-05-06,2023-09-25
1998-0038-FRA,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,FRA,France,Western Europe,Europe,Alps,,,No,No,No,,,,,,,1998,1.0,24.0,1998,1.0,24.0,9.0,21.0,,,21.0,,,,,,,53.497680793485216,,2003-07-01,2023-09-25
1998-0245-FRA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Beechcraft/Cessna,FRA,France,Western Europe,Europe,Near Quiberon,,,No,No,No,,,,,,,1998,7.0,31.0,1998,7.0,31.0,23.0,,,,,,,,,,,53.497680793485216,,2003-07-01,2023-09-25
1998-0399-FRA,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Maison de retraite,FRA,France,Western Europe,Europe,Livry Gargan,,,No,No,No,,,,,,,1998,12.0,10.0,1998,12.0,10.0,13.0,2.0,,,2.0,,,,,,,53.497680793485216,,2003-07-01,2023-09-25
1998-0436-FRA,Yes,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,"Cilly, Desiree, Fanny",FRA,France,Western Europe,Europe,"Bretagne, Ouest de la France",,,No,No,No,,150.0,Kph,,,,1998,1.0,1.0,1998,1.0,6.0,6.0,,690.0,,690.0,,,130000.0,243001.0,150000.0,280386.0,53.497680793485216,,2007-05-06,2023-09-25
1999-0021-FRA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Hyeres,,,No,No,No,,7.0,Km2,,,,1999,1.0,18.0,1999,1.0,18.0,,,900.0,200.0,1100.0,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
1999-0052-FRA,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,FRA,France,Western Europe,Europe,Hameaux de Montroc et Du Tour,,,No,No,No,,,,,,,1999,2.0,9.0,1999,2.0,9.0,11.0,,200.0,60.0,260.0,,,,,10790.0,19737.0,54.668220842288505,,2007-05-07,2023-09-25
1999-0114-FRA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,FRA,France,Western Europe,Europe,Tunnel du Mont-Blanc,,,No,No,No,,,,,,,1999,3.0,24.0,1999,3.0,24.0,40.0,34.0,,,34.0,,,,,,,54.668220842288505,,2003-07-17,2023-09-25
1999-0202-FRA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,FRA,France,Western Europe,Europe,Paris,,,No,No,No,,,Kph,,,,1999,5.0,30.0,1999,5.0,30.0,3.0,20.0,100000.0,,100020.0,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
1999-0238-FRA,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,FRA,France,Western Europe,Europe,Saint-Etienne-en-Devoluy,,,No,No,No,,,,,,,1999,7.0,1.0,1999,7.0,1.0,21.0,,,,,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
1999-0450-FRA,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Aude, Tarn, Herault, Pyrenees-Orientales",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,1999,11.0,12.0,1999,11.0,15.0,36.0,5.0,3000.0,,3005.0,,,382000.0,698761.0,500000.0,914608.0,54.668220842288505,,2004-01-21,2023-09-25
1999-0543-FRA,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,,FRA,France,Western Europe,Europe,Dijon,,,No,No,No,,,,,,,1999,12.0,4.0,1999,12.0,4.0,11.0,3.0,,,3.0,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
1999-0571-FRA,Yes,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Lothar,FRA,France,Western Europe,Europe,"South-Western, Western",,"Slide (land, mud, snow, rock)",No,No,No,,200.0,Kph,,,,1999,12.0,26.0,1999,12.0,28.0,88.0,11.0,3400000.0,,3400011.0,,,4450000.0,8140012.0,8000000.0,14633730.0,54.668220842288505,,2004-01-21,2023-09-25
1999-0588-FRA,Yes,tec-ind-che-che,Technological,Industrial accident,Chemical spill,Chemical spill,,Petrol,FRA,France,Western Europe,Europe,Near Penmarc'h (North-West),,Oil spill,No,No,No,,,m3,,,,1999,12.0,12.0,1999,12.0,12.0,,,,,,,,,,,,54.668220842288505,,2006-08-17,2023-09-25
1999-0611-FRA,Yes,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Martin,FRA,France,Western Europe,Europe,,,,No,No,No,,,Kph,,,,1999,12.0,27.0,1999,12.0,28.0,8.0,,,,,2450000.0,4481580.0,,,4000000.0,7316865.0,54.668220842288505,,2007-05-07,2023-09-25
1999-0642-FRA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,FRA,France,Western Europe,Europe,Alpilles,,,No,No,No,,24.0,Km2,,,,1999,7.0,22.0,1999,7.0,22.0,,,,6.0,6.0,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
1999-0643-FRA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Doubs,,,No,No,No,,,Km2,,,,1999,2.0,,1999,2.0,,,,,,,,,,,,,54.668220842288505,,2003-07-01,2023-09-25
2000-0356-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Haute-Garonne, Tar-et-Garonne (Midi-Pyrenee)",,,No,No,No,,30.0,Km2,,,,2000,6.0,10.0,2000,6.0,10.0,1.0,,200.0,,200.0,,,,,,,56.51429055927763,"[{""adm2_code"":16301,""adm2_name"":""Haute-Garonne""},{""adm2_code"":16305,""adm2_name"":""Tarn-et-Garonne""}]",2003-07-01,2023-09-25
2000-0357-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Dieppe municipality (Seine-Maritime district, Haute-Normandie province)",,,No,No,No,,,Km2,,,,2000,5.0,,2000,5.0,,2.0,10.0,,,10.0,,,,,,,56.51429055927763,"[{""adm2_code"":16277,""adm2_name"":""Seine-Maritime""}]",2003-07-01,2023-09-25
2000-0452-FRA,No,tec-tra-air-air,Technological,Transport,Air,Air,,Concorde,FRA,France,Western Europe,Europe,Gonesse (Paris),,,No,No,No,,,,,,,2000,7.0,25.0,2000,7.0,25.0,114.0,12.0,,,12.0,,,,,,,56.51429055927763,,2003-07-01,2023-09-25
2000-0636-FRA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,FRA,France,Western Europe,Europe,"Montpellier city (Herault district, Languedoc-Rousillon province), Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",,,No,No,No,,100.0,Kph,,,,2000,9.0,19.0,2000,9.0,19.0,6.0,7.0,,200.0,207.0,,,,,,,56.51429055927763,"[{""adm2_code"":16287,""adm2_name"":""Herault""},{""adm2_code"":16322,""adm2_name"":""Bouches-du-Rhone""}]",2003-07-01,2023-09-25
2000-0775-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Epaux-Bézu, Coincy villages (Aisne district, Picardie province)",,,No,No,No,,,Km2,,,,2000,7.0,10.0,2000,7.0,10.0,1.0,,600.0,,600.0,,,,,,,56.51429055927763,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2003-07-01,2023-09-25
2000-0792-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Yvelines district (Ile-de-France province),,,No,No,No,,,Km2,,,,2000,12.0,2.0,2000,12.0,2.0,,,600.0,,600.0,,,,,,,56.51429055927763,"[{""adm2_code"":16285,""adm2_name"":""Yvelines""}]",2003-07-01,2023-09-25
2000-0812-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Finistère, Morbihan districts (Bretagne province)",,,No,No,No,,,Km2,,,,2000,12.0,13.0,2000,12.0,13.0,,,600.0,,600.0,,,,,,,56.51429055927763,"[{""adm2_code"":16257,""adm2_name"":""Finistere""},{""adm2_code"":16259,""adm2_name"":""Morbihan""}]",2003-07-01,2023-09-25
2000-0870-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,Alpes-maritimes district (Provence-Alpes-Cote-d'Azure province),,,No,No,No,,,Km2,,,,2000,11.0,,2000,11.0,,1.0,2.0,300.0,,302.0,,,,,,,56.51429055927763,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""}]",2003-07-01,2023-09-25
2001-0066-FRA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,FRA,France,Western Europe,Europe,"Morbihan, Finistère districts (Bretagne province); Redon, Guipry cities (Ille-et-Vilaine district), Quimperlé, Quimper cities (Finistere district) (Bretagne province), Caen, Louvigny cities (Calvados district, Basse-Normandie province)",Brief torrential rain,,No,No,No,,,Km2,,,,2001,1.0,5.0,2001,1.0,7.0,,,390.0,,390.0,,,,,,,58.11147437438208,"[{""adm2_code"":16249,""adm2_name"":""Calvados""},{""adm2_code"":16257,""adm2_name"":""Finistere""},{""adm2_code"":16258,""adm2_name"":""Ille-et-Vilaine""},{""adm2_code"":16259,""adm2_name"":""Morbihan""}]",2005-09-16,2023-09-25
